,Agent,Value,Consumption,i_a,m
409,S409,1.816707194020212,5.413830202323182,0.45,0.9
410,S410,23.421500270841133,9.34901378360841,0.45,0.9
411,S411,18.46207770777659,10.280282851943268,0.45,0.9
412,S412,19.146076059465198,6.794261131792158,0.45,0.9
413,S413,13.635149663732374,4.2160985938728,0.45,0.9
414,S414,15.192965073897797,19.491227332005735,0.45,0.9
415,S415,2.5279036959878356,4.586435320214271,0.45,0.9
416,S416,-0.719398877488473,5.309915031473408,0.45,0.9
417,S417,7.488811592893613,15.416916246233143,0.45,0.9
418,S418,7.120745408406142,3.133909856380845,0.45,0.9
419,S419,-1.8115170672072083,4.383986721213158,0.45,0.9
420,S420,-0.6116812760555399,1.4860483886201818,0.45,0.9
421,S421,-8.100338871137565,1.326846949436774,0.45,0.9
422,S422,5.4426415958660375,4.072300004722553,0.45,0.9
423,S423,0.16365914735881282,1.9707121730177466,0.45,0.9
424,S424,1.0084758417806574,1.4481575068879498,0.45,0.9
425,S425,13.228225030980877,7.217382470508781,0.45,0.9
426,S426,-4.252335374247349,1.881268293848161,0.45,0.9
427,S427,1.6758226301973198,3.4553076669754588,0.45,0.9
428,S428,5.393632995175838,7.854229827115969,0.45,0.9
429,S429,7.469996775929047,7.117233974986497,0.45,0.9
430,S430,8.247658880712201,3.9613688512901497,0.45,0.9
431,S431,11.08238653576154,3.9774314090251233,0.45,0.9
432,S432,5.785587177713085,2.927253443958541,0.45,0.9
433,S433,5.425080089094167,2.7452024683317817,0.45,0.9
434,S434,9.526713824714374,3.7157659416825415,0.45,0.9
435,S435,5.25778433571775,2.0989977854529895,0.45,0.9
436,S436,9.695788387354426,2.9667057571592346,0.45,0.9
437,S437,10.011408007447066,2.697984737912338,0.45,0.9
438,S438,6.772101984524383,2.2620797849940626,0.45,0.9
439,S439,8.451216154201221,2.379635381955704,0.45,0.9
440,S440,-8.26217519539055,0.6295910502107243,0.45,0.9
441,S441,-1.7490101035425085,0.7997993717827273,0.45,0.9
442,S442,-6.062754145096051,1.138435358466613,0.45,0.9
443,S443,-8.853918686852372,0.6295915292030435,0.45,0.9
444,S444,-8.942385252383488,0.6594613276964026,0.45,0.9
